
date,dxy,vix,oil,y10,yc_10_2
2025-03-11,126.2896,26.92,66.52,4.28,0.0
2025-03-12,126.1251,24.23,67.65,4.32,0.0
2025-03-13,126.2551,24.66,66.82,4.27,0.0
2025-03-14,125.9538,21.77,67.43,4.31,0.0
2025-03-17,125.6291,20.51,67.84,4.31,0.0
2025-03-18,125.7402,21.7,67.49,4.29,0.0
2025-03-19,126.0515,19.9,67.4,4.25,0.0
2025-03-20,126.237,19.8,68.55,4.24,0.0
2025-03-21,126.509,19.28,68.52,4.25,0.0
2025-03-24,126.4403,17.48,69.46,4.34,0.0
2025-03-25,126.3075,17.15,69.48,4.31,0.0
2025-03-26,126.4839,18.33,70.05,4.35,0.0
2025-03-27,126.6098,18.69,70.3,4.38,0.0
2025-03-28,126.6599,21.65,69.74,4.27,0.0
2025-03-31,126.9402,22.28,71.87,4.23,0.0
2025-04-01,126.6783,21.77,71.61,4.17,0.0
2025-04-02,126.6284,21.51,72.12,4.2,0.0
2025-04-03,125.0254,30.02,67.43,4.06,0.0
2025-04-04,126.0693,45.31,62.42,4.01,0.0
2025-04-07,127.0629,46.98,61.05,4.15,0.0
2025-04-08,127.1122,52.33,60.04,4.26,0.0
2025-04-09,126.8819,33.62,62.63,4.34,0.0
2025-04-10,125.3694,40.72,60.57,4.4,0.0
2025-04-11,124.3156,37.56,61.91,4.48,0.0
2025-04-14,123.9908,30.89,61.99,4.38,0.0
2025-04-15,124.1129,30.12,61.74,4.35,0.0
2025-04-16,123.6167,32.64,62.88,4.29,0.0
2025-04-17,123.4733,29.65,65.07,4.34,0.0
2025-04-18,123.3365,,,,
2025-04-21,122.677,33.82,63.48,4.42,0.0
2025-04-22,122.7879,30.57,64.6,4.41,0.0
2025-04-23,123.375,28.45,62.64,4.4,0.0
2025-04-24,123.285,26.47,63.55,4.32,0.0
2025-04-25,123.2454,24.84,63.85,4.29,0.0
2025-04-28,123.0856,25.15,63.3,4.23,0.0
2025-04-29,122.9514,24.17,61.84,4.19,0.0
2025-04-30,122.944,24.7,59.55,4.17,0.0
2025-05-01,123.4811,24.6,60.59,4.25,0.0
2025-05-02,122.859,22.68,59.67,4.33,0.0
2025-05-05,122.6335,23.64,58.5,4.36,0.0
2025-05-06,122.3907,24.76,60.42,4.3,0.0
2025-05-07,122.4652,23.55,59.42,4.26,0.0
2025-05-08,123.1019,22.48,61.25,4.37,0.0
2025-05-09,122.879,21.9,62.37,4.37,0.0
2025-05-12,123.7948,18.39,63.32,4.45,0.0
2025-05-13,123.2905,18.22,65.04,4.49,0.0
2025-05-14,123.0145,18.62,64.48,4.53,0.0
2025-05-15,123.1492,17.83,63.03,4.45,0.0
2025-05-16,123.3969,17.24,63.84,4.43,0.0
2025-05-19,122.7649,18.14,63.98,4.46,0.0
2025-05-20,122.673,18.09,63.97,4.48,0.0
2025-05-21,122.1012,20.87,62.93,4.58,0.0
2025-05-22,122.3865,20.28,62.55,4.54,0.0
2025-05-23,121.7283,22.29,62.89,4.51,0.0
2025-05-26,,20.57,,,
2025-05-27,121.9634,18.96,61.61,4.43,0.0
2025-05-28,122.3295,19.31,62.54,4.47,0.0
2025-05-29,121.9108,19.18,61.66,4.43,0.0
2025-05-30,122.1112,18.57,61.46,4.41,0.0
2025-06-02,121.549,18.36,63.27,4.46,0.0
2025-06-03,121.808,17.69,64.1,4.46,0.0
2025-06-04,121.4093,17.61,63.57,4.37,0.0
2025-06-05,121.3178,18.48,64.06,4.4,0.0
2025-06-06,121.5217,16.77,65.3,4.51,0.0
2025-06-09,121.2757,17.16,65.99,4.49,0.0
2025-06-10,121.4134,16.95,65.66,4.47,0.0
2025-06-11,120.9763,17.26,68.91,4.41,0.0
2025-06-12,120.565,18.02,68.73,4.36,0.0
2025-06-13,120.7131,20.82,73.84,4.41,0.0
2025-06-16,120.5449,19.11,72.53,4.46,0.0
2025-06-17,120.8862,21.6,75.62,4.39,0.0
2025-06-18,121.1093,20.14,75.89,4.38,0.0
2025-06-19,,22.17,,,
2025-06-20,121.411,20.62,75.72,4.38,0.0
2025-06-23,121.5412,19.83,69.36,4.34,0.0
2025-06-24,120.7549,17.48,65.45,4.3,0.0
2025-06-25,120.7333,16.76,65.98,4.29,0.0
2025-06-26,120.0587,16.59,66.44,4.26,0.0
2025-06-27,120.0786,16.32,66.66,4.29,0.0
2025-06-30,119.8269,16.73,66.3,4.24,0.0
2025-07-01,119.7678,16.83,66.64,4.26,0.0
2025-07-02,119.7289,16.64,68.66,4.3,0.0
2025-07-03,119.6678,16.38,68.13,4.35,0.0
2025-07-04,,17.48,,,
2025-07-07,120.0481,17.79,69.16,4.4,0.0
2025-07-08,120.2589,16.81,69.55,4.42,0.0
2025-07-09,120.1608,15.94,69.61,4.34,0.0
2025-07-10,120.253,15.78,67.78,4.35,0.0
2025-07-11,120.3354,16.4,69.63,4.43,0.0
2025-07-14,120.6252,17.2,68.19,4.43,0.0
2025-07-15,120.9095,17.38,67.76,4.5,0.0
2025-07-16,120.8232,17.16,67.13,4.46,0.0
2025-07-17,121.0417,16.52,68.76,4.47,0.0
2025-07-18,120.7674,16.41,68.53,4.44,0.0
2025-07-21,120.4157,16.65,68.39,4.38,0.0
2025-07-22,120.1036,16.5,67.56,4.35,0.0
2025-07-23,119.9888,15.37,66.05,4.4,0.0
2025-07-24,119.9892,15.39,67.16,4.43,0.0
2025-07-25,120.4082,14.93,66.38,4.4,0.0
2025-07-28,121.0228,15.03,67.81,4.42,0.0
2025-07-29,121.3652,15.98,70.27,4.34,0.0
2025-07-30,121.7944,15.48,71.09,4.38,0.0
2025-07-31,122.1088,16.72,70.36,4.37,0.0
2025-08-01,121.6148,20.38,68.39,4.23,0.0
2025-08-04,121.3757,17.52,67.33,4.22,0.0
2025-08-05,121.3068,17.85,66.2,4.22,0.0
2025-08-06,120.9198,16.77,65.38,4.22,0.0
2025-08-07,120.9142,16.57,64.9,4.23,0.0
2025-08-08,120.7562,15.15,64.94,4.27,0.0
2025-08-11,121.1021,16.25,65.03,4.27,0.0
2025-08-12,120.6964,14.73,64.22,4.29,0.0
2025-08-13,120.5533,14.49,63.68,4.24,0.0
2025-08-14,121.0518,14.83,64.99,4.29,0.0
2025-08-15,120.7606,15.09,63.78,4.33,0.0
2025-08-18,120.9792,14.99,64.51,4.34,0.0
2025-08-19,121.137,15.57,63.38,4.3,0.0
2025-08-20,121.1828,15.69,64.19,4.29,0.0
2025-08-21,121.485,16.6,64.56,4.33,0.0
2025-08-22,120.6974,14.22,64.08,4.26,0.0
2025-08-25,120.8298,14.79,65.18,4.28,0.0
2025-08-26,120.9304,14.62,63.6,4.26,0.0
2025-08-27,121.1236,14.85,64.49,4.24,0.0
2025-08-28,120.6537,14.43,64.96,4.22,0.0
2025-08-29,120.6028,15.36,64.36,4.23,0.0
2025-09-01,,16.12,,,
2025-09-02,121.0716,17.17,65.95,4.28,0.0
2025-09-03,120.9032,16.35,64.36,4.22,0.0
2025-09-04,121.1565,15.3,63.81,4.17,0.0
2025-09-05,120.5394,15.18,62.22,4.1,0.0
2025-09-08,120.5152,15.11,62.6,4.05,0.0
2025-09-09,120.5746,15.04,62.97,4.08,0.0
2025-09-10,120.5447,15.35,64.01,4.04,0.0
2025-09-11,120.381,14.71,62.71,4.01,0.0
2025-09-12,120.4905,14.76,63.02,4.06,0.0
2025-09-15,,15.69,63.66,4.05,0.0
2025-09-16,,16.36,,4.04,0.0
2025-09-17,,15.72,,4.06,0.0
2025-09-18,,15.7,,4.11,0.0
