
date,dxy,vix,oil,y10,yc_10_2
2015-09-21,110.6414,20.14,46.67,2.2,0.0
2015-09-22,111.1967,22.44,46.17,2.14,0.0
2015-09-23,111.6287,22.13,44.53,2.16,0.0
2015-09-24,111.4454,23.47,44.94,2.13,0.0
2015-09-25,111.3725,23.62,45.55,2.17,0.0
2015-09-28,111.3914,27.63,44.4,2.1,0.0
2015-09-29,111.5219,26.83,45.24,2.05,0.0
2015-09-30,111.3311,24.5,45.06,2.06,0.0
2015-10-01,111.0439,22.55,44.75,2.05,0.0
2015-10-02,110.7006,20.94,45.54,1.99,0.0
2015-10-05,110.4445,19.54,46.28,2.07,0.0
2015-10-06,110.1371,19.4,48.53,2.05,0.0
2015-10-07,109.8162,18.4,47.86,2.08,0.0
2015-10-08,109.6452,17.42,49.46,2.12,0.0
2015-10-09,109.0782,17.08,49.67,2.12,0.0
2015-10-12,,16.17,47.09,,
2015-10-13,109.4119,17.67,46.7,2.06,0.0
2015-10-14,109.1244,18.03,46.63,1.99,0.0
2015-10-15,108.6671,16.05,46.38,2.04,0.0
2015-10-16,108.9956,15.05,47.3,2.04,0.0
2015-10-19,109.3858,14.98,45.91,2.04,0.0
2015-10-20,109.3368,15.75,45.84,2.08,0.0
2015-10-21,109.7746,16.7,45.22,2.04,0.0
2015-10-22,110.0342,14.45,44.9,2.04,0.0
2015-10-23,110.4329,14.46,43.91,2.09,0.0
2015-10-26,110.2089,15.29,43.19,2.07,0.0
2015-10-27,110.4875,15.43,43.21,2.05,0.0
2015-10-28,110.2334,14.33,45.93,2.1,0.0
2015-10-29,110.8083,14.61,46.02,2.19,0.0
2015-10-30,110.2079,15.07,46.6,2.16,0.0
2015-11-02,110.2188,14.15,46.12,2.2,0.0
2015-11-03,110.244,14.54,47.88,2.23,0.0
2015-11-04,110.7139,15.51,46.32,2.25,0.0
2015-11-05,110.8302,15.05,45.27,2.26,0.0
2015-11-06,111.7603,14.33,44.32,2.34,0.0
2015-11-09,111.9112,16.52,43.87,2.36,0.0
2015-11-10,111.9919,15.29,44.23,2.32,0.0
2015-11-11,,16.06,42.95,,
2015-11-12,111.7965,18.37,41.74,2.32,0.0
2015-11-13,112.0264,20.08,40.69,2.28,0.0
2015-11-16,112.2199,18.16,41.68,2.27,0.0
2015-11-17,112.3141,18.84,40.73,2.25,0.0
2015-11-18,112.3663,16.85,40.75,2.27,0.0
2015-11-19,111.5749,16.99,40.55,2.24,0.0
2015-11-20,111.7799,15.47,39.39,2.26,0.0
2015-11-23,112.1125,15.62,39.27,2.25,0.0
2015-11-24,111.7638,15.93,40.89,2.24,0.0
2015-11-25,111.8936,15.19,41.22,2.23,0.0
2015-11-26,,,,,
2015-11-27,112.2824,15.12,40.57,2.22,0.0
2015-11-30,112.34,16.13,40.43,2.21,0.0
2015-12-01,112.1134,14.67,40.58,2.15,0.0
2015-12-02,112.3715,15.91,39.93,2.18,0.0
2015-12-03,111.6407,18.11,41.08,2.33,0.0
2015-12-04,111.5463,14.81,40.0,2.28,0.0
2015-12-07,112.3056,15.84,37.64,2.23,0.0
2015-12-08,112.5485,17.6,37.46,2.24,0.0
2015-12-09,112.1918,19.61,37.16,2.22,0.0
2015-12-10,112.2672,19.34,36.76,2.24,0.0
2015-12-11,112.7147,24.39,35.65,2.13,0.0
2015-12-14,112.7521,22.73,36.31,2.23,0.0
2015-12-15,112.8609,20.95,37.32,2.28,0.0
2015-12-16,112.9864,17.86,35.55,2.3,0.0
2015-12-17,113.8177,18.94,34.98,2.24,0.0
2015-12-18,113.2837,20.7,34.72,2.19,0.0
2015-12-21,113.4144,18.7,34.55,2.2,0.0
2015-12-22,113.211,16.6,36.12,2.24,0.0
2015-12-23,113.1847,15.57,36.76,2.27,0.0
2015-12-24,113.0496,15.74,37.62,2.25,0.0
2015-12-25,,,,,
2015-12-28,113.0461,16.91,36.36,2.24,0.0
2015-12-29,113.1664,16.08,37.88,2.32,0.0
2015-12-30,113.4707,17.29,36.59,2.31,0.0
2015-12-31,113.3429,18.21,37.13,2.27,0.0
2016-01-01,,,,,
2016-01-04,114.1595,20.7,36.81,2.24,0.0
2016-01-05,114.2649,19.34,35.97,2.25,0.0
2016-01-06,114.6177,20.59,33.97,2.18,0.0
2016-01-07,114.6516,24.99,33.29,2.16,0.0
2016-01-08,115.0095,27.01,33.2,2.13,0.0
2016-01-11,115.0139,24.3,31.42,2.17,0.0
2016-01-12,115.3128,22.47,30.42,2.12,0.0
2016-01-13,115.1425,25.22,30.42,2.08,0.0
2016-01-14,115.3846,23.95,31.22,2.1,0.0
2016-01-15,115.7404,27.02,29.45,2.03,0.0
2016-01-18,,,,,
2016-01-19,115.8155,26.05,28.47,2.06,0.0
2016-01-20,116.3498,27.59,26.68,2.01,0.0
2016-01-21,115.9833,26.69,29.55,2.02,0.0
2016-01-22,,22.34,32.07,2.07,0.0
2016-01-25,,24.15,30.31,2.03,0.0
2016-01-26,,22.5,29.54,2.01,0.0
2016-01-27,115.5087,23.11,32.32,2.02,0.0
2016-01-28,115.2224,22.42,33.21,2.0,0.0
2016-01-29,115.5731,20.2,33.66,1.94,0.0
2016-02-01,115.3331,19.98,31.62,1.97,0.0
2016-02-02,115.553,21.98,29.9,1.87,0.0
2016-02-03,114.6144,21.65,32.29,1.88,0.0
2016-02-04,113.6012,21.84,31.63,1.87,0.0
2016-02-05,114.2935,23.38,30.86,1.86,0.0
2016-02-08,114.4351,26.0,29.71,1.75,0.0
2016-02-09,114.127,26.54,27.96,1.74,0.0
2016-02-10,114.2877,26.29,27.54,1.71,0.0
2016-02-11,114.1845,28.14,26.19,1.63,0.0
2016-02-12,114.2992,25.4,29.32,1.74,0.0
2016-02-15,,,,,
2016-02-16,114.4905,24.11,29.05,1.78,0.0
2016-02-17,113.8634,22.31,30.68,1.81,0.0
2016-02-18,113.8897,21.64,30.77,1.75,0.0
2016-02-19,113.9558,20.53,29.59,1.76,0.0
2016-02-22,113.8232,19.38,31.37,1.77,0.0
2016-02-23,114.177,20.98,31.84,1.74,0.0
2016-02-24,114.1716,20.72,30.35,1.75,0.0
2016-02-25,113.9222,19.11,31.4,1.71,0.0
2016-02-26,114.3708,19.81,31.65,1.76,0.0
2016-02-29,114.2418,20.55,32.74,1.74,0.0
2016-03-01,113.9265,17.7,34.39,1.83,0.0
2016-03-02,113.7965,17.09,34.57,1.84,0.0
2016-03-03,113.2482,16.7,34.56,1.83,0.0
2016-03-04,112.6387,16.86,35.91,1.88,0.0
2016-03-07,112.6219,17.35,37.9,1.91,0.0
2016-03-08,112.8465,18.67,36.67,1.83,0.0
2016-03-09,112.4268,18.34,37.62,1.9,0.0
2016-03-10,112.4191,18.05,37.77,1.93,0.0
2016-03-11,111.741,16.5,38.51,1.98,0.0
2016-03-14,112.1688,16.92,37.2,1.97,0.0
2016-03-15,112.5545,16.84,36.32,1.97,0.0
2016-03-16,112.7759,14.99,38.43,1.94,0.0
2016-03-17,110.445,14.44,40.17,1.91,0.0
2016-03-18,110.4002,14.02,39.47,1.88,0.0
2016-03-21,110.737,13.79,39.91,1.92,0.0
2016-03-22,110.7877,14.17,41.45,1.94,0.0
2016-03-23,111.5473,14.94,38.28,1.88,0.0
2016-03-24,111.816,14.74,38.14,1.91,0.0
2016-03-25,111.7698,,,,
2016-03-28,111.3578,15.24,37.99,1.89,0.0
2016-03-29,111.3736,13.82,36.91,1.81,0.0
2016-03-30,110.2301,13.56,36.91,1.83,0.0
2016-03-31,109.9191,13.95,36.94,1.78,0.0
2016-04-01,110.2977,13.1,35.36,1.79,0.0
2016-04-04,110.3987,14.12,34.3,1.78,0.0
2016-04-05,110.9478,15.42,34.52,1.73,0.0
2016-04-06,110.5347,14.09,37.74,1.76,0.0
2016-04-07,110.8876,16.16,37.3,1.7,0.0
2016-04-08,110.4213,15.36,39.74,1.72,0.0
2016-04-11,109.9758,16.26,40.46,1.73,0.0
2016-04-12,109.816,14.85,42.12,1.79,0.0
2016-04-13,110.1436,13.84,41.7,1.77,0.0
2016-04-14,110.1691,13.72,41.45,1.8,0.0
2016-04-15,110.1933,13.62,40.4,1.76,0.0
2016-04-18,109.9892,13.35,39.74,1.78,0.0
2016-04-19,109.2782,13.24,40.88,1.79,0.0
2016-04-20,109.3926,13.28,42.72,1.85,0.0
2016-04-21,109.8533,13.95,43.18,1.88,0.0
2016-04-22,110.2331,13.22,42.76,1.89,0.0
2016-04-25,110.1865,14.08,41.67,1.91,0.0
2016-04-26,109.7496,13.96,42.52,1.94,0.0
2016-04-27,109.8483,13.77,45.29,1.87,0.0
2016-04-28,109.2148,15.22,46.03,1.84,0.0
2016-04-29,108.8274,15.7,45.98,1.83,0.0
2016-05-02,108.671,14.68,44.75,1.88,0.0
2016-05-03,109.3613,15.6,43.65,1.81,0.0
2016-05-04,109.9952,16.05,43.77,1.79,0.0
2016-05-05,110.2417,15.91,44.33,1.76,0.0
2016-05-06,110.3801,14.72,44.58,1.79,0.0
2016-05-09,110.9466,14.57,43.45,1.77,0.0
2016-05-10,110.8225,13.63,44.68,1.77,0.0
2016-05-11,110.2806,14.69,46.21,1.73,0.0
2016-05-12,110.6935,14.41,46.64,1.75,0.0
2016-05-13,111.2521,15.04,46.22,1.71,0.0
2016-05-16,111.1217,14.68,47.72,1.75,0.0
2016-05-17,111.0867,15.57,48.29,1.76,0.0
2016-05-18,111.4995,15.95,48.12,1.87,0.0
2016-05-19,112.2331,16.33,48.16,1.85,0.0
2016-05-20,112.1822,15.2,47.67,1.85,0.0
2016-05-23,112.284,15.82,48.12,1.84,0.0
2016-05-24,112.2912,14.42,48.04,1.86,0.0
2016-05-25,112.2001,13.9,49.1,1.87,0.0
2016-05-26,111.8979,13.43,49.0,1.83,0.0
2016-05-27,112.0822,13.12,49.36,1.85,0.0
2016-05-30,,,,,
2016-05-31,112.4276,14.19,49.1,1.84,0.0
2016-06-01,112.462,14.2,49.07,1.85,0.0
2016-06-02,112.4564,13.63,49.14,1.81,0.0
2016-06-03,111.4451,13.47,48.69,1.71,0.0
2016-06-06,111.2295,13.65,49.71,1.73,0.0
2016-06-07,110.8378,14.05,50.37,1.72,0.0
2016-06-08,110.1916,14.08,51.23,1.71,0.0
2016-06-09,110.6168,14.64,50.52,1.68,0.0
2016-06-10,111.1027,17.03,49.09,1.64,0.0
2016-06-13,111.5036,20.97,48.89,1.62,0.0
2016-06-14,111.9826,20.5,48.49,1.62,0.0
2016-06-15,111.7671,20.14,47.92,1.6,0.0
2016-06-16,112.2347,19.37,46.14,1.57,0.0
2016-06-17,111.5332,19.41,48.0,1.62,0.0
2016-06-20,110.8693,18.37,49.4,1.67,0.0
2016-06-21,111.0077,18.48,48.95,1.71,0.0
2016-06-22,110.7681,21.17,49.16,1.69,0.0
2016-06-23,110.262,17.25,49.34,1.74,0.0
2016-06-24,112.1355,25.76,46.7,1.57,0.0
2016-06-27,113.1301,23.85,45.8,1.46,0.0
2016-06-28,112.7545,18.75,47.93,1.46,0.0
2016-06-29,111.8597,16.64,49.85,1.5,0.0
2016-06-30,112.1618,15.63,48.27,1.49,0.0
2016-07-01,111.6509,14.77,49.02,1.46,0.0
2016-07-04,,,,,
2016-07-05,112.4231,15.58,46.73,1.37,0.0
2016-07-06,112.5438,14.96,47.37,1.38,0.0
2016-07-07,112.5775,14.76,45.22,1.4,0.0
2016-07-08,112.3963,13.2,45.37,1.37,0.0
2016-07-11,112.5254,13.54,44.73,1.43,0.0
2016-07-12,112.1102,13.55,46.82,1.53,0.0
2016-07-13,112.0266,13.04,44.87,1.48,0.0
2016-07-14,111.7692,12.82,45.64,1.53,0.0
2016-07-15,112.2833,12.67,45.93,1.6,0.0
2016-07-18,112.2463,12.44,45.23,1.59,0.0
2016-07-19,112.638,11.97,44.64,1.56,0.0
2016-07-20,112.6743,11.77,44.96,1.59,0.0
2016-07-21,112.6239,12.74,43.96,1.57,0.0
2016-07-22,112.989,12.02,43.41,1.57,0.0
2016-07-25,113.1784,12.87,42.4,1.58,0.0
2016-07-26,113.0593,13.05,42.16,1.57,0.0
2016-07-27,113.217,12.83,41.9,1.52,0.0
2016-07-28,112.7393,12.72,41.13,1.52,0.0
2016-07-29,111.874,11.87,41.54,1.46,0.0
2016-08-01,111.9757,12.44,40.05,1.51,0.0
2016-08-02,111.7124,13.37,39.5,1.55,0.0
2016-08-03,111.9419,12.86,40.8,1.55,0.0
2016-08-04,111.9149,12.42,41.92,1.51,0.0
2016-08-05,112.3589,11.39,41.83,1.59,0.0
2016-08-08,112.1456,11.5,43.06,1.59,0.0
2016-08-09,111.722,11.66,42.78,1.55,0.0
2016-08-10,111.3238,12.05,41.75,1.5,0.0
2016-08-11,111.1954,11.68,43.51,1.57,0.0
2016-08-12,111.1787,11.55,44.47,1.51,0.0
2016-08-15,110.9212,11.81,45.72,1.55,0.0
2016-08-16,110.4295,12.64,46.57,1.57,0.0
2016-08-17,110.9459,12.19,46.81,1.56,0.0
2016-08-18,110.3134,11.43,48.2,1.53,0.0
2016-08-19,110.8163,11.34,48.48,1.58,0.0
2016-08-22,110.9997,12.27,46.8,1.55,0.0
2016-08-23,110.9414,12.38,47.54,1.55,0.0
2016-08-24,111.2958,13.45,46.29,1.56,0.0
2016-08-25,111.1726,13.63,46.97,1.58,0.0
2016-08-26,111.2035,13.65,47.64,1.62,0.0
2016-08-29,111.8775,12.94,46.97,1.57,0.0
2016-08-30,112.2928,13.12,46.32,1.57,0.0
2016-08-31,112.4036,13.42,44.68,1.58,0.0
2016-09-01,112.1733,13.48,43.17,1.57,0.0
2016-09-02,112.0009,11.98,44.39,1.6,0.0
2016-09-05,,,,,
2016-09-06,110.9613,12.02,44.85,1.55,0.0
2016-09-07,110.9717,11.94,45.47,1.54,0.0
2016-09-08,111.2609,12.51,47.63,1.61,0.0
2016-09-09,111.9879,17.5,45.88,1.67,0.0
2016-09-12,112.1516,15.16,46.28,1.68,0.0
2016-09-13,112.5207,17.85,44.91,1.73,0.0
2016-09-14,112.4678,18.14,43.62,1.7,0.0
2016-09-15,112.4753,16.3,43.85,1.71,0.0
2016-09-16,113.1765,15.37,43.04,1.7,0.0
2016-09-19,112.903,15.53,43.34,1.7,0.0
2016-09-20,113.1848,15.92,43.85,1.69,0.0
2016-09-21,112.9842,13.3,45.33,1.66,0.0
2016-09-22,112.2592,12.02,46.1,1.63,0.0
2016-09-23,112.7166,12.29,44.36,1.62,0.0
2016-09-26,112.7112,14.5,45.6,1.59,0.0
2016-09-27,112.5515,13.1,44.65,1.56,0.0
2016-09-28,112.6283,12.39,47.07,1.57,0.0
2016-09-29,112.2879,14.02,47.72,1.56,0.0
2016-09-30,112.2795,13.29,47.72,1.6,0.0
2016-10-03,112.5077,13.57,48.8,1.63,0.0
2016-10-04,112.6579,13.63,48.67,1.69,0.0
2016-10-05,112.7946,12.99,49.75,1.72,0.0
2016-10-06,113.0066,12.84,50.44,1.75,0.0
2016-10-07,113.2915,13.48,49.76,1.73,0.0
2016-10-10,,13.38,49.76,,
2016-10-11,113.4461,15.36,50.72,1.77,0.0
2016-10-12,113.7442,15.91,50.14,1.79,0.0
2016-10-13,113.6238,16.69,50.47,1.75,0.0
2016-10-14,113.7119,16.12,50.35,1.8,0.0
2016-10-17,113.5488,16.21,49.97,1.77,0.0
2016-10-18,113.1393,15.28,50.3,1.75,0.0
2016-10-19,113.0547,14.41,51.59,1.76,0.0
2016-10-20,113.4033,13.75,50.31,1.76,0.0
2016-10-21,113.9015,13.34,50.61,1.74,0.0
2016-10-24,113.8571,13.02,50.18,1.77,0.0
2016-10-25,113.6801,13.46,49.45,1.77,0.0
2016-10-26,113.8131,14.24,48.75,1.79,0.0
2016-10-27,114.1998,15.36,49.71,1.85,0.0
2016-10-28,114.0931,16.19,48.72,1.86,0.0
2016-10-31,114.0188,17.06,46.83,1.84,0.0
2016-11-01,113.9915,18.56,46.66,1.83,0.0
2016-11-02,113.9206,19.32,45.32,1.81,0.0
2016-11-03,113.7664,22.08,44.66,1.82,0.0
2016-11-04,113.5828,22.51,44.07,1.79,0.0
2016-11-07,113.5443,18.71,44.88,1.83,0.0
2016-11-08,113.3017,18.74,44.96,1.88,0.0
2016-11-09,114.6956,14.38,45.2,2.07,0.0
2016-11-10,115.9375,14.74,44.62,2.15,0.0
2016-11-11,,14.17,43.39,,
2016-11-14,117.2245,14.48,43.29,2.23,0.0
2016-11-15,116.7724,13.37,45.86,2.23,0.0
2016-11-16,116.8062,13.72,45.56,2.22,0.0
2016-11-17,116.8952,13.35,45.37,2.29,0.0
2016-11-18,117.5936,12.85,45.69,2.34,0.0
2016-11-21,117.4762,12.42,47.48,2.33,0.0
2016-11-22,117.4508,12.41,48.07,2.31,0.0
2016-11-23,118.0356,12.43,46.72,2.36,0.0
2016-11-24,,,,,
2016-11-25,118.02,12.34,46.72,2.36,0.0
2016-11-28,117.7278,13.15,45.66,2.32,0.0
2016-11-29,117.644,12.9,45.29,2.3,0.0
2016-11-30,117.7636,13.33,49.41,2.37,0.0
2016-12-01,117.6642,14.07,51.08,2.45,0.0
2016-12-02,117.3116,14.12,51.7,2.4,0.0
2016-12-05,117.1008,12.14,51.72,2.39,0.0
2016-12-06,116.9225,11.79,50.95,2.39,0.0
2016-12-07,116.672,12.22,49.85,2.34,0.0
2016-12-08,117.0327,12.64,50.84,2.4,0.0
2016-12-09,117.2834,11.75,51.51,2.47,0.0
2016-12-12,116.9161,12.64,52.74,2.49,0.0
2016-12-13,116.8029,12.72,52.99,2.48,0.0
2016-12-14,116.7332,13.19,51.01,2.54,0.0
2016-12-15,118.8072,12.79,50.9,2.6,0.0
2016-12-16,118.3584,12.2,51.93,2.6,0.0
2016-12-19,118.3875,11.71,52.13,2.54,0.0
2016-12-20,118.63,11.45,52.22,2.57,0.0
2016-12-21,118.581,11.27,51.44,2.55,0.0
2016-12-22,118.8209,11.43,51.98,2.55,0.0
2016-12-23,118.7856,11.44,52.01,2.55,0.0
2016-12-26,,,,,
2016-12-27,118.9506,11.99,52.82,2.57,0.0
2016-12-28,119.2305,12.95,54.01,2.51,0.0
2016-12-29,118.6637,13.37,53.8,2.49,0.0
2016-12-30,118.3466,14.04,53.75,2.45,0.0
2017-01-02,,,,,
2017-01-03,119.0903,12.85,52.36,2.45,0.0
2017-01-04,118.8803,11.85,53.26,2.46,0.0
2017-01-05,117.9999,11.67,53.77,2.37,0.0
2017-01-06,118.3495,11.32,53.98,2.42,0.0
2017-01-09,118.4111,11.56,51.95,2.38,0.0
2017-01-10,118.5386,11.49,50.82,2.38,0.0
2017-01-11,119.0219,11.26,52.19,2.38,0.0
2017-01-12,117.8001,11.54,53.01,2.36,0.0
2017-01-13,117.9884,11.23,52.36,2.4,0.0
2017-01-16,,,,,
2017-01-17,117.2656,11.87,52.45,2.33,0.0
2017-01-18,117.7242,12.48,51.12,2.42,0.0
2017-01-19,118.3182,12.78,51.39,2.47,0.0
2017-01-20,,11.54,52.33,2.48,0.0
2017-01-23,117.2479,11.77,52.77,2.41,0.0
2017-01-24,117.0516,11.07,52.38,2.47,0.0
2017-01-25,116.9355,10.81,52.14,2.53,0.0
2017-01-26,117.2766,10.63,53.24,2.51,0.0
2017-01-27,117.0735,10.58,53.18,2.49,0.0
2017-01-30,116.7325,11.88,52.63,2.49,0.0
2017-01-31,116.2241,11.99,52.75,2.45,0.0
2017-02-01,116.3914,11.81,53.9,2.48,0.0
2017-02-02,115.903,11.93,53.55,2.48,0.0
2017-02-03,115.6259,10.97,53.81,2.49,0.0
2017-02-06,116.0504,11.37,53.01,2.42,0.0
2017-02-07,116.4082,11.29,52.19,2.4,0.0
2017-02-08,116.1382,11.45,52.37,2.34,0.0
2017-02-09,116.306,10.88,52.99,2.4,0.0
2017-02-10,116.148,10.85,53.84,2.41,0.0
2017-02-13,116.3427,11.07,52.96,2.43,0.0
2017-02-14,116.3949,10.74,53.21,2.47,0.0
2017-02-15,116.2162,11.97,53.11,2.51,0.0
2017-02-16,116.0067,11.76,53.41,2.45,0.0
2017-02-17,116.4035,11.49,53.41,2.42,0.0
2017-02-20,,,,,
2017-02-21,116.5921,11.57,54.02,2.43,0.0
2017-02-22,116.2136,11.74,53.61,2.42,0.0
2017-02-23,115.6527,11.71,54.48,2.38,0.0
2017-02-24,115.8143,11.47,53.99,2.31,0.0
2017-02-27,115.6764,12.09,54.04,2.36,0.0
2017-02-28,116.0032,12.92,54.0,2.36,0.0
2017-03-01,116.438,12.54,53.82,2.46,0.0
2017-03-02,116.8429,11.81,52.63,2.49,0.0
2017-03-03,116.6438,10.96,53.33,2.49,0.0
2017-03-06,116.4313,11.24,53.19,2.49,0.0
2017-03-07,116.4303,11.45,52.68,2.52,0.0
2017-03-08,116.875,11.86,49.83,2.57,0.0
2017-03-09,116.9959,12.3,48.75,2.6,0.0
2017-03-10,116.616,11.66,48.05,2.58,0.0
2017-03-13,116.4004,11.35,47.95,2.62,0.0
2017-03-14,116.5646,12.3,47.24,2.6,0.0
2017-03-15,116.3584,11.63,48.34,2.51,0.0
2017-03-16,115.4456,11.21,48.3,2.53,0.0
2017-03-17,115.2783,11.28,48.34,2.5,0.0
2017-03-20,115.0426,11.34,47.79,2.47,0.0
2017-03-21,114.8119,12.47,47.02,2.43,0.0
2017-03-22,114.7937,12.81,47.29,2.4,0.0
2017-03-23,114.7899,13.12,47.0,2.41,0.0
2017-03-24,114.6372,12.96,47.3,2.4,0.0
2017-03-27,114.2347,12.5,47.02,2.38,0.0
2017-03-28,114.419,11.53,48.36,2.42,0.0
2017-03-29,114.7167,11.42,49.47,2.39,0.0
2017-03-30,114.5245,11.54,50.3,2.42,0.0
2017-03-31,114.7938,12.37,50.54,2.4,0.0
2017-04-03,114.8734,12.38,50.25,2.35,0.0
2017-04-04,115.0038,11.79,50.99,2.36,0.0
2017-04-05,114.9494,12.89,51.14,2.34,0.0
2017-04-06,115.0181,12.39,51.69,2.34,0.0
2017-04-07,115.0547,12.87,52.25,2.38,0.0
2017-04-10,115.11,14.05,53.06,2.37,0.0
2017-04-11,115.009,15.07,53.38,2.32,0.0
2017-04-12,114.9162,15.77,53.12,2.28,0.0
2017-04-13,114.5059,15.96,53.19,2.24,0.0
2017-04-14,114.5368,,,,
2017-04-17,114.3283,14.66,52.62,2.26,0.0
2017-04-18,114.2575,14.42,52.46,2.18,0.0
2017-04-19,114.7923,14.93,50.49,2.21,0.0
2017-04-20,114.6205,14.15,50.26,2.24,0.0
2017-04-21,114.8128,14.63,49.64,2.24,0.0
2017-04-24,114.3659,10.84,48.9,2.28,0.0
2017-04-25,114.5111,10.76,49.22,2.35,0.0
2017-04-26,114.9479,10.85,49.22,2.32,0.0
2017-04-27,114.9946,10.36,48.96,2.3,0.0
2017-04-28,114.7877,10.82,49.31,2.29,0.0
2017-05-01,114.5921,10.11,48.83,2.33,0.0
2017-05-02,114.6792,10.59,47.65,2.29,0.0
2017-05-03,114.6637,10.68,47.79,2.33,0.0
2017-05-04,114.9076,10.46,45.55,2.36,0.0
2017-05-05,114.7725,10.57,46.23,2.36,0.0
2017-05-08,115.0895,9.77,46.46,2.39,0.0
2017-05-09,115.3933,9.96,45.84,2.42,0.0
2017-05-10,115.1145,10.21,47.28,2.41,0.0
2017-05-11,115.0669,10.6,47.81,2.39,0.0
2017-05-12,114.7479,10.4,47.83,2.33,0.0
2017-05-15,114.3504,10.42,48.86,2.34,0.0
2017-05-16,113.9923,10.65,48.64,2.33,0.0
2017-05-17,113.7506,15.59,49.04,2.22,0.0
2017-05-18,114.2683,14.66,49.36,2.23,0.0
2017-05-19,113.7001,12.04,50.32,2.23,0.0
2017-05-22,113.5442,10.93,50.81,2.25,0.0
2017-05-23,113.6862,10.72,51.12,2.29,0.0
2017-05-24,113.675,10.02,50.99,2.26,0.0
2017-05-25,113.3719,9.99,48.57,2.25,0.0
2017-05-26,113.4839,9.81,49.58,2.25,0.0
2017-05-29,,,,,
2017-05-30,113.5552,10.38,49.63,2.21,0.0
2017-05-31,113.2956,10.41,48.29,2.21,0.0
2017-06-01,113.3017,9.89,48.32,2.21,0.0
2017-06-02,113.1908,9.75,47.68,2.15,0.0
2017-06-05,112.9755,10.07,47.4,2.18,0.0
2017-06-06,112.7095,10.45,48.13,2.14,0.0
2017-06-07,112.8191,10.39,45.8,2.18,0.0
2017-06-08,112.8351,10.16,45.68,2.19,0.0
2017-06-09,112.9562,10.7,45.82,2.21,0.0
2017-06-12,112.9837,11.46,46.1,2.21,0.0
2017-06-13,112.6271,10.42,46.41,2.21,0.0
2017-06-14,112.0734,10.64,44.79,2.15,0.0
2017-06-15,112.8708,10.9,44.47,2.16,0.0
2017-06-16,112.6155,10.38,44.73,2.16,0.0
2017-06-19,112.7576,10.37,44.24,2.19,0.0
2017-06-20,113.2698,10.86,43.34,2.16,0.0
2017-06-21,113.3327,10.75,42.48,2.16,0.0
2017-06-22,113.1654,10.48,42.53,2.15,0.0
2017-06-23,112.8665,10.02,42.86,2.15,0.0
2017-06-26,112.7633,9.9,43.24,2.14,0.0
2017-06-27,112.55,11.06,44.25,2.21,0.0
2017-06-28,112.0747,10.03,44.74,2.22,0.0
2017-06-29,111.998,11.44,44.88,2.27,0.0
2017-06-30,111.9896,11.18,46.02,2.31,0.0
2017-07-03,112.4268,11.22,,2.35,0.0
2017-07-04,,,,,
2017-07-05,112.6534,11.07,45.11,2.33,0.0
2017-07-06,112.4199,12.54,45.52,2.37,0.0
2017-07-07,112.3137,11.19,44.25,2.39,0.0
2017-07-10,112.1587,11.11,44.4,2.38,0.0
2017-07-11,112.1434,10.89,45.06,2.37,0.0
2017-07-12,111.5904,10.3,45.48,2.33,0.0
2017-07-13,111.5365,9.9,46.06,2.35,0.0
2017-07-14,110.9075,9.51,46.53,2.33,0.0
2017-07-17,110.9304,9.82,46.02,2.31,0.0
2017-07-18,110.4356,9.89,46.4,2.27,0.0
2017-07-19,110.4339,9.79,47.1,2.27,0.0
2017-07-20,110.2512,9.58,46.73,2.27,0.0
2017-07-21,110.191,9.36,45.78,2.24,0.0
2017-07-24,110.2004,9.43,46.21,2.26,0.0
2017-07-25,110.2835,9.43,47.77,2.33,0.0
2017-07-26,110.3811,9.6,48.58,2.29,0.0
2017-07-27,110.216,10.11,49.05,2.32,0.0
2017-07-28,109.92,10.29,49.72,2.3,0.0
2017-07-31,109.8177,10.26,50.21,2.3,0.0
2017-08-01,109.8495,10.09,49.19,2.26,0.0
2017-08-02,109.7503,10.28,49.6,2.27,0.0
2017-08-03,109.8332,10.44,49.03,2.24,0.0
2017-08-04,110.2808,10.03,49.57,2.27,0.0
2017-08-07,110.373,9.93,49.37,2.26,0.0
2017-08-08,110.396,10.96,49.07,2.29,0.0
2017-08-09,110.3671,11.11,49.59,2.24,0.0
2017-08-10,110.1886,16.04,48.54,2.2,0.0
2017-08-11,110.0422,15.51,48.81,2.19,0.0
2017-08-14,110.095,12.33,47.59,2.22,0.0
2017-08-15,110.4846,12.04,47.57,2.27,0.0
2017-08-16,110.4394,11.74,46.8,2.23,0.0
2017-08-17,110.1673,15.55,47.07,2.19,0.0
2017-08-18,110.041,14.26,48.59,2.19,0.0
2017-08-21,109.7349,13.19,47.39,2.18,0.0
2017-08-22,109.8386,11.35,47.65,2.22,0.0
2017-08-23,109.8095,12.25,48.45,2.17,0.0
2017-08-24,109.7524,12.23,47.24,2.19,0.0
2017-08-25,109.3415,11.28,47.65,2.17,0.0
2017-08-28,109.1815,11.32,46.4,2.16,0.0
2017-08-29,109.0946,11.7,46.46,2.13,0.0
2017-08-30,109.4052,11.22,45.96,2.15,0.0
2017-08-31,109.3686,10.59,47.26,2.12,0.0
2017-09-01,109.0504,10.13,47.32,2.16,0.0
2017-09-04,,,,,
2017-09-05,108.8664,12.23,48.63,2.07,0.0
